#1
double FuelFlow(330,2) # Result 1|time [s] Case 1,Result 1|fuelflow [kg/s] Case 1
0	0.560087751
27.28999894	0.578356669
34.96869245	0.579890014
51.76868926	0.581281164
78.74508823	0.534300453
104	0.403985021
208	0.39539114
312	0.3872451
416	0.379541864
450.775938	0.377064635
520	0.443028955
586.4045311	0.429669052
624	0.415314067
728	0.379504232
832	0.350277579
936	0.327040205
1040	0.307848737
1144	0.292054667
1248	0.279096874
1352	0.266560329
1456	0.256723565
1560	0.249049743
1664	0.243050401
1715.216335	0.24059308
1768	0.24275438
1872	0.247599539
1976	0.252997546
2080	0.258600187
2165.273274	0.263021867
2184	0.226244115
2288	0.226182458
2392	0.226120836
2496	0.22605925
2600	0.225997699
2704	0.225936184
2808	0.225874704
2912	0.225813259
3016	0.225751849
3120	0.225690474
3224	0.225629134
3328	0.225567829
3432	0.225506559
3536	0.225445324
3640	0.225384123
3744	0.225322957
3848	0.225261826
3952	0.225200729
4056	0.225139666
4160	0.225078638
4264	0.225017645
4368	0.224956685
4472	0.22489576
4576	0.224834869
4680	0.224774012
4784	0.224713189
4888	0.2246524
4992	0.224591645
5096	0.224530923
5200	0.224470236
5304	0.224409582
5408	0.224348962
5512	0.224288375
5616	0.224227822
5720	0.224167302
5824	0.224106816
5928	0.224046363
6032	0.223985943
6136	0.223925556
6240	0.223865203
6344	0.223804882
6448	0.223744595
6552	0.22368434
6656	0.223624119
6760	0.22356393
6864	0.223503774
6968	0.223443651
7072	0.22338356
7176	0.223323502
7280	0.223263476
7384	0.223203483
7488	0.223143522
7592	0.223083594
7696	0.223023698
7800	0.222963834
7904	0.222904002
8008	0.222844202
8112	0.222784435
8216	0.222724699
8320	0.222664995
8424	0.222605323
8528	0.222545683
8632	0.222486075
8736	0.222426498
8840	0.222366953
8944	0.22230744
9048	0.222247958
9152	0.222188507
9256	0.222129088
9360	0.2220697
9464	0.222010343
9568	0.221951018
9672	0.221891723
9776	0.22183246
9880	0.221773228
9984	0.221714027
10088	0.221654856
10192	0.221595717
10296	0.221536608
10400	0.22147753
10504	0.221418483
10608	0.221359466
10712	0.22130048
