#1
double Altitude(330,2) # Result 1|time [s] Case 1,Result 1|alt [m] Case 1
0	0
27.28999894	0
34.96869245	0
51.76868926	10.668
78.74508823	24.13325334
104	229.4051762
208	1074.717176
312	1920.029176
416	2765.341176
450.775938	3048
520	3575.487353
586.4045311	4081.48988
624	4511.809805
728	5605.9208
832	6560.660367
936	7375.002186
1040	8063.541013
1144	8642.248169
1248	9125.933558
1352	9520.760282
1456	9834.678086
1560	10083.90235
1664	10281.52454
1715.216335	10363.2
1768	10363.2
1872	10363.2
1976	10363.2
2080	10363.2
2165.273274	10363.2
2184	10363.2
2288	10363.2
2392	10363.2
2496	10363.2
2600	10363.2
2704	10363.2
2808	10363.2
2912	10363.2
3016	10363.2
3120	10363.2
3224	10363.2
3328	10363.2
3432	10363.2
3536	10363.2
3640	10363.2
3744	10363.2
3848	10363.2
3952	10363.2
4056	10363.2
4160	10363.2
4264	10363.2
4368	10363.2
4472	10363.2
4576	10363.2
4680	10363.2
4784	10363.2
4888	10363.2
4992	10363.2
5096	10363.2
5200	10363.2
5304	10363.2
5408	10363.2
5512	10363.2
5616	10363.2
5720	10363.2
5824	10363.2
5928	10363.2
6032	10363.2
6136	10363.2
6240	10363.2
6344	10363.2
6448	10363.2
6552	10363.2
6656	10363.2
6760	10363.2
6864	10363.2
6968	10363.2
7072	10363.2
7176	10363.2
7280	10363.2
7384	10363.2
7488	10363.2
7592	10363.2
7696	10363.2
7800	10363.2
7904	10363.2
8008	10363.2
8112	10363.2
8216	10363.2
8320	10363.2
8424	10363.2
8528	10363.2
8632	10363.2
8736	10363.2
8840	10363.2
8944	10363.2
9048	10363.2
9152	10363.2
9256	10363.2
9360	10363.2
9464	10363.2
9568	10363.2
9672	10363.2
9776	10363.2
9880	10363.2
9984	10363.2
10088	10363.2
10192	10363.2
10296	10363.2
10400	10363.2
10504	10363.2
10608	10363.2
10712	10363.2
10816	10363.2
10920	10363.2
11024	10363.2
11084.95008	10363.2
11128	10477.49755
11232	10711.43354
11336	10895.22783
11389.00644	10972.8
11440	10972.8
11544	10972.8
11648	10972.8
11752	10972.8
11856	10972.8
11960	10972.8
12064	10972.8
12168	10972.8
12272	10972.8
12376	10972.8
12480	10972.8
12584	10972.8
12688	10972.8
12792	10972.8
12896	10972.8
13000	10972.8
13104	10972.8
13208	10972.8
13312	10972.8
13416	10972.8
13520	10972.8
13624	10972.8
13728	10972.8
13832	10972.8
13936	10972.8
14040	10972.8
14144	10972.8
14248	10972.8
14352	10972.8
14456	10972.8
14560	10972.8
14664	10972.8
14768	10972.8
14872	10972.8
14976	10972.8
15080	10972.8
15184	10972.8
15288	10972.8
15392	10972.8
15496	10972.8
15600	10972.8
15704	10972.8
15808	10972.8
15912	10972.8
16016	10972.8
16120	10972.8
16224	10972.8
16328	10972.8
16432	10972.8
16536	10972.8
16640	10972.8
16744	10972.8
16848	10972.8
16952	10972.8
17056	10972.8
17160	10972.8
17264	10972.8
17368	10972.8
17472	10972.8
17576	10972.8
17680	10972.8
17784	10972.8
17888	10972.8
17992	10972.8
18096	10972.8
18200	10972.8
18304	10972.8
18408	10972.8
18512	10972.8
18616	10972.8
18720	10972.8
18824	10972.8
18928	10972.8
19032	10972.8
19136	10972.8
19240	10972.8
19344	10972.8
19448	10972.8
19552	10972.8
19656	10972.8
19760	10972.8
19864	10972.8
19968	10972.8
20072	10972.8
20176	10972.8
20280	10972.8
20384	10972.8
20488	10972.8
20592	10972.8
20696	10972.8
20800	10972.8
20904	10972.8
21008	10972.8
21112	10972.8
21216	10972.8
21320	10972.8
21424	10972.8
21528	10972.8
21632	10972.8
21736	10972.8
21840	10972.8
21944	10972.8
22048	10972.8
22152	10972.8
22256	10972.8
22360	10972.8
22464	10972.8
22568	10972.8
22672	10972.8
22776	10972.8
22880	10972.8
22984	10972.8
23088	10972.8
23192	10972.8
23296	10972.8
23400	10972.8
23504	10972.8
23608	10972.8
23712	10972.8
23816	10972.8
23920	10972.8
24024	10972.8
24128	10972.8
24232	10972.8
24336	10972.8
24440	10972.8
24544	10972.8
24648	10972.8
24752	10972.8
24856	10972.8
24960	10972.8
25064	10972.8
25168	10972.8
25272	10972.8
25376	10972.8
25480	10972.8
25584	10972.8
25688	10972.8
25792	10972.8
25896	10972.8
26000	10972.8
26104	10972.8
26208	10972.8
26312	10972.8
26416	10972.8
26520	10972.8
26624	10972.8
26728	10972.8
26832	10972.8
26936	10972.8
27040	10972.8
27144	10972.8
27248	10972.8
27352	10972.8
27456	10972.8
27560	10972.8
27664	10972.8
27768	10972.8
27872	10972.8
27976	10972.8
28080	10972.8
28184	10972.8
28288	10972.8
28392	10972.8
28496	10972.8
28600	10972.8
28704	10972.8
28808	10972.8
28912	10972.8
29016	10972.8
29120	10972.8
29224	10972.8
29328	10972.8
29432	10972.8
29536	10972.8
29640	10972.8
29744	10972.8
29848	10972.8
29952	10972.8
30056	10972.8
30160	10972.8
30264	10972.8
30368	10972.8
30472	10972.8
30576	10972.8
30680	10972.8
30784	10972.8
30888	10972.8
30992	10972.8
31006.57152	10972.8
31096	10200.49567
31200	9302.351674
31243.35968	8927.897488
31304	8404.207674
31408	7506.063674
31512	6607.919674
31616	5709.775674
31720	4811.631674
31824	3913.487674
31924.21858	3048
31928	3023.027515
32032	2336.211515
32100.05051	1886.805961
32136	1832.018935
32220.05051	1703.925961
32240	1572.179515
32344	885.3635152
32448	198.5475152
32478.06474	-2.47E-09
32536.59391	-2.47E-09
